geneName	baseMean	log2FC	lfcSE	stat	pvalue	padj
Gm11829	1.352570064	0.001077885	0.171657295	0.006279282	0.994989891	0.999630442
Gm6227	2.851157867	0.081158752	0.218632638	0.371210597	0.710480681	0.999630442
Dgke	1219.409675	0.108455029	0.096374533	1.125349467	0.260440976	0.752176526
Gm9517	184.0238498	-0.294192939	0.168679594	-1.744093236	0.081142833	0.31113243
Gm17190	2.366409335	0.060837561	0.209029554	0.291047651	0.771014876	0.999630442
Gm12902	10.81966201	0.129993824	0.293162473	0.443419044	0.657462663	0.999630442
Tnf	31.35282508	-2.009584952	0.290328621	-6.921759716	4.46E-12	1.06E-10
Cdca2	6865.636236	-0.090340677	0.070486497	-1.281673513	0.1999572	0.622537009
Plcxd2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4933401H06Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm24447	2.564807498	0.088950901	0.214967786	0.41378712	0.679030017	0.999630442
Fads2b	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dusp4	66.38521294	-0.011726529	0.234795858	-0.04994351	0.960167404	0.999630442
Gm13542	4.84253242	0.127657418	0.255989623	0.498682002	0.618003426	0.999630442
Casp1	1.357347277	0.068561556	0.172401999	0.397684229	0.690862964	0.999630442
Crisp2	143.1597212	-0.312888686	0.18684962	-1.67454815	0.09402292	0.350767297
Pla2g4e	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Asap1	27326.06781	0.009715345	0.073229627	0.1326696	0.894454686	0.999630442
Grm8	2.684037253	0.001497531	0.216392434	0.006920443	0.99447833	0.999630442
Polr1d	18836.36726	-0.028376661	0.074754231	-0.379599395	0.70424281	0.999630442
Donson	6189.622661	0.104349903	0.070492411	1.480299813	0.138793253	0.474646651
Myo1h	20.84038072	-0.205328166	0.295692448	-0.694397734	0.487432815	0.999630442
Fbxo47	104.6267521	-0.231463527	0.207440472	-1.115806982	0.264504765	0.759900709
Washc3	2812.73609	-0.12377348	0.081634606	-1.51618885	0.129471607	0.45051623
RP24-470M22.10	34.75973833	-0.112765278	0.281575664	-0.400479489	0.688803388	0.999630442
Gm23751	5.766078309	0.191396312	0.267903988	0.714421288	0.474966712	0.999630442
Rasl12	5.879893267	-0.208685098	0.270655503	-0.77103586	0.440685676	0.999630442
Gm25448	1.531393494	-0.032065522	0.179296862	-0.1788404	0.858063022	0.999630442
Ttc4	7703.103612	-0.263004886	0.067107717	-3.919145203	8.89E-05	0.000837446
Fmr1nb	1.542022115	-0.031204089	0.180675265	-0.172708138	0.862880847	0.999630442
Gm27321	2.167103278	-0.082789953	0.201823521	-0.410209634	0.681652174	0.999630442
Agmat	16.29296586	0.480035924	0.298782059	1.606642399	0.108132836	0.391396008
4930537H20Rik	1.883188946	-0.032464994	0.193520718	-0.167759783	0.866772262	0.999630442
Gm3625	6.580012358	0.031881174	0.276430496	0.115331609	0.908182285	0.999630442
Herc3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Eef2kmt	1939.29671	-0.017313606	0.088322543	-0.196027038	0.844589003	0.999630442
Magix	1.35887542	0.000240415	0.172818926	0.001391138	0.998890033	0.999630442
9530018H14Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Nxph1	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm13786	1.337318597	-0.062222141	0.171723378	-0.362339374	0.717098438	0.999630442
E330020D12Rik	364.0733269	-0.51974793	0.138586222	-3.750357879	0.000176582	0.00157719
Rpl35a-ps2	1408.399885	0.130112865	0.094689386	1.374101892	0.169410052	0.552818555
Sec61a1	25186.77248	-0.010865038	0.068541739	-0.158517104	0.874049344	0.999630442
Adm2	1545.572715	0.73672343	0.103857052	7.093629303	1.31E-12	3.23E-11
Trim39	1524.385013	-0.01567442	0.087139684	-0.179876946	0.857249174	0.999630442
Smarca2	2361.015625	-0.518740037	0.100403018	-5.166578144	2.38E-07	3.45E-06
Derl2	4082.785657	-0.463691238	0.071077275	-6.523762211	6.86E-11	1.48E-09
Eepd1	1.346718657	0.067193923	0.172050933	0.390546694	0.696132334	0.999630442
Wbp2	10290.84036	0.070520936	0.077583125	0.90897262	0.363364579	0.932825514
Gm44668	1.364726827	-0.065862077	0.172704197	-0.381357707	0.702937839	0.999630442
Acot1	186.51017	1.603616608	0.174178305	9.206752851	3.36E-20	1.44E-18
Wdr1	14062.32691	-0.458384589	0.070939668	-6.461611675	1.04E-10	2.21E-09
Apobec3	2524.494549	0.139355124	0.083929862	1.660375937	0.096838848	0.358768071
Gm17430	5.593757006	0.066324132	0.264516787	0.250736949	0.802017492	0.999630442
Cdh9	2.175429143	0.156687238	0.204100328	0.767697143	0.442667134	0.999630442
Gm5548	3.346380655	0.107228201	0.232777573	0.460646615	0.645052162	0.999630442
Nkx1-2	61.60837953	-0.220057583	0.240723063	-0.914152472	0.360636734	0.928798738
Ostc	18213.45192	-0.109782095	0.069583889	-1.577694158	0.114635889	0.408365481
Mir1942	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
AI662270	14773.24098	-0.480791015	0.063743513	-7.542587349	4.61E-14	1.30E-12
Itpa	6878.336288	0.109470963	0.073313585	1.493187964	0.135387992	0.466358636
Hmgn2	5127.933324	0.24527057	0.071473678	3.431620961	0.000599985	0.004749252
Trmt61b	530.2074563	0.129274333	0.121771199	1.06161666	0.288409747	0.803860385
Guca1a	36.32720247	-1.515065201	0.279950828	-5.411897556	6.24E-08	9.79E-07
Epn2	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Wdr75	27309.79302	0.022985902	0.063132302	0.364090982	0.715790071	0.999630442
Pdxk-ps	8.710864102	0.107521734	0.286702958	0.37502834	0.70763939	0.999630442
Sag	2.676773648	-0.099576349	0.213515226	-0.466366502	0.640953185	0.999630442
RP23-284E19.9	1.698214526	0.004156424	0.185144781	0.02244959	0.982089323	0.999630442
Gm20667	273.1381022	-0.460832394	0.14634962	-3.148845842	0.001639166	0.011586634
Ccdc28b	1107.266302	-0.426389222	0.090999543	-4.685619372	2.79E-06	3.45E-05
Snora41	68.35528415	-0.007099292	0.236179662	-0.030058862	0.976020109	0.999630442
Gml2	1896.501871	-0.841280371	0.081278333	-10.35061059	4.16E-25	2.25E-23
Gm45410	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mir684-1	2.373827305	0.180615374	0.208952839	0.864383441	0.387377286	0.968613135
Wbp2	10290.84036	0.070520936	0.077583125	0.90897262	0.363364579	0.932825514
Phc3	4127.489895	0.245267234	0.081995262	2.991236683	0.0027785	0.018483946
Gm14274	7.579674356	-0.055341399	0.283271099	-0.195365498	0.845106825	0.999630442
Tmem189	1417.424656	-0.730052267	0.090577253	-8.059995701	7.63E-16	2.47E-14
Ift172	1103.798204	0.134215397	0.101213115	1.326067248	0.184817423	0.588646431
Ctdnep1	10078.14433	0.178895388	0.0790273	2.263716319	0.023591568	0.113711181
Gemin2	4119.604778	0.206295253	0.071596459	2.881361131	0.003959617	0.025088874
Arhgap29	838.6990607	1.170937005	0.105613066	11.08704681	1.45E-28	9.14E-27
Gm16580	8131.73715	-0.059543786	0.080835581	-0.736603674	0.4613634	0.999630442
Sde2	13718.87971	0.10646737	0.071127037	1.49686216	0.134429128	0.463962686
St6galnac1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Rbm10	6347.328458	0.157023784	0.071164067	2.206503783	0.027348746	0.128653956
Rnu2-10	1.646454349	-0.117711941	0.184269248	-0.638804045	0.522950417	0.999630442
Shbg	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Gm23553	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm10709	21.41179646	-0.049929331	0.296390052	-0.168458188	0.866222835	0.999630442
Car5b	3.610536617	-0.256413483	0.238529525	-1.074975866	0.282385534	0.79322752
Gm15848	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm11440	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gsn	1144.99473	-1.015634993	0.10601115	-9.580454409	9.66E-22	4.47E-20
Slc9b1	2.226696952	-0.02959192	0.20250345	-0.146130447	0.883818411	0.999630442
Mmp15	2.35272443	0.186353353	0.2093598	0.890110487	0.373406562	0.948660507
Ero1lb	708.6631771	-0.648689593	0.105533436	-6.146768415	7.91E-10	1.53E-08
Taf9b	1751.119872	0.511860314	0.095581449	5.355226541	8.54E-08	1.32E-06
Gm6564	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm16794	38.89791336	-0.491302251	0.270662787	-1.815182117	0.069495927	0.275492121
Gm20302	14.7210053	-0.069882147	0.298789082	-0.233884541	0.815074615	0.999630442
4930591A17Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Cbx4	697.7900125	-0.006983215	0.126102677	-0.055377216	0.955837947	0.999630442
Tmem50b	2304.811957	-0.474582851	0.080910656	-5.865517254	4.48E-09	7.93E-08
Gm16503	1.331467189	0.003871543	0.171015792	0.022638509	0.981938626	0.999630442
Nectin4	5.084288055	-0.346310921	0.257488816	-1.344955197	0.178639704	0.574429598
2610105M22Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mir6912	1.855780715	-0.03044135	0.193044689	-0.157690691	0.874700536	0.999630442
Gm4675	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm17638	224.7985641	0.166329837	0.15749847	1.056072711	0.290934997	0.80786583
Tns3	455.9410011	-0.890375039	0.122655401	-7.259158858	3.90E-13	1.02E-11
Wdr25	792.4978609	-0.015495875	0.100950976	-0.153499015	0.878004767	0.999630442
Atp5pb	66522.82705	0.194318428	0.065912347	2.94813396	0.003196985	0.02087807
Sephs2	20817.43986	-0.198659413	0.066011655	-3.009459682	0.002617128	0.017560704
Riiad1	9.68843849	-0.372209324	0.290418984	-1.281628764	0.199972905	0.622537009
RP23-331E5.11	1.692208753	0.063136742	0.18691172	0.3377891	0.735522124	0.999630442
Hrh4	1.316215721	-0.058204939	0.170181512	-0.342016816	0.732338237	0.999630442
Spata45	1.86950404	0.093867498	0.193345802	0.48549023	0.627328642	0.999630442
Insl6	248.6226062	-0.912818006	0.150697309	-6.057294647	1.38E-09	2.61E-08
Selplg	64.8750197	-1.874200469	0.249996545	-7.496905493	6.53E-14	1.82E-12
Gm5699	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Efcab9	55.33118041	-0.807480689	0.249175656	-3.240608255	0.00119275	0.008754339
Gm27682	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930507D05Rik	17.91646313	0.141941525	0.298723593	0.475160075	0.634672882	0.999630442
Bace1	8.24446573	-0.109740921	0.28375583	-0.386744199	0.698945591	0.999630442
Gm12191	40983.8539	0.13075708	0.071732704	1.82283774	0.06832797	0.27212987
Atp5g1	7268.81146	0.067043899	0.07213688	0.929398384	0.352682665	0.916060725
Grk2	10980.15338	-0.359853773	0.066968119	-5.373508741	7.72E-08	1.20E-06
Esp34	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
1700086P04Rik	96.10751527	0.139804599	0.216717509	0.645100619	0.518861983	0.999630442
Gm20656	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Cacna1e	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
D16Ertd472e	3704.527602	-0.35944198	0.071891428	-4.999789095	5.74E-07	7.88E-06
Gm12353	5.146676852	-0.250686453	0.261781488	-0.957617191	0.338255827	0.892058942
Gm10689	171.1774902	0.147478767	0.186640303	0.79017642	0.429424745	0.999630442
Ciao1	4707.419373	0.218399707	0.081406379	2.682832848	0.007300147	0.042453721
Gm11224	134.1009974	0.2172459	0.186743742	1.163336973	0.24469281	0.721063753
Taz	2972.004132	-0.087933316	0.081693361	-1.076382643	0.281756162	0.792667743
Dvl3	2579.981727	0.175587934	0.080692693	2.176007859	0.029554673	0.137194439
Dyrk4	2.190342608	-0.086572297	0.204571991	-0.42318744	0.67215851	0.999630442
Gm20417	4.561191154	-0.208181957	0.248405797	-0.838072055	0.401990236	0.991644828
Mcmdc2	3.202537791	0.25417012	0.228890989	1.110441793	0.266808697	0.76471248
Rbpj	3659.819441	0.056773502	0.073518697	0.772232163	0.439976935	0.999630442
Tm9sf1	5598.615997	0.204587038	0.075830834	2.697939969	0.006977002	0.040945792
Atp5k-ps2	7.987612992	0.270535264	0.284753299	0.950068936	0.342077226	0.898337941
Gm12715	8851.340017	-0.06103091	0.082734539	-0.73767149	0.460714101	0.999630442
Pigz	7.257581942	-0.358711218	0.27772028	-1.291627743	0.196486092	0.614965986
Pcna-ps2	13053.19195	0.224928708	0.070862781	3.17414453	0.001502788	0.010732051
B2m	23846.01168	-0.259725797	0.068312245	-3.802038656	0.00014351	0.00130451
Samd12	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Eif3k	25997.1557	0.163179706	0.067896513	2.40335915	0.016245224	0.084033571
Fam241a	8055.395543	0.005451075	0.066114301	0.08244926	0.934289466	0.999630442
Metrnl	34.08181739	-0.350203697	0.280881138	-1.246803894	0.212469412	0.650639037
Rexo1	5775.040051	0.100089037	0.07712051	1.297826434	0.194346984	0.609982728
Trabd	8012.04799	-0.014219658	0.075718078	-0.187797401	0.851035473	0.999630442
D6Wsu163e	5270.286431	-0.336207907	0.069108096	-4.864956877	1.14E-06	1.50E-05
Strap	37902.88542	0.128391707	0.064595136	1.987637388	0.046851808	0.201212554
Gm44401	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Slc7a11	4094.248423	0.646090341	0.08172012	7.906135543	2.66E-15	8.22E-14
D11Wsu47e	1600.891128	0.146239298	0.084658847	1.727395341	0.084096687	0.320589717
Ubiad1	5172.245998	0.184380949	0.073708688	2.501481888	0.012367477	0.066551398
Gm14830	13.18224045	0.321654961	0.297884373	1.079798034	0.280232127	0.789773074
Gm26586	1.534642564	0.100252326	0.179935128	0.557158168	0.577419368	0.999630442
Phospho2	3419.745861	0.234631072	0.084431048	2.778966704	0.005453211	0.033132586
Gm6180	4784.767528	-0.146745841	0.073567452	-1.994711479	0.046074357	0.198738759
Dhx37	5762.713039	-0.169024748	0.070736786	-2.389488653	0.016871845	0.08664596
Rtl3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm12610	34.04059488	0.124935187	0.279529414	0.446948266	0.654912413	0.999630442
Spata25	4.309234362	-0.098552651	0.249022193	-0.395758506	0.69228319	0.999630442
Mrgbp	3121.978809	0.131272085	0.078427451	1.673802784	0.094169365	0.351007345
Hepacam2	2.824978197	-0.016730665	0.221601011	-0.075499045	0.939817657	0.999630442
Dnah11	10.6203651	0.027073336	0.287548423	0.094152266	0.924988202	0.999630442
Gm10535	1.537698849	-0.031808941	0.178760962	-0.177941206	0.85876915	0.999630442
Plvap	2214.53028	-0.76135256	0.083966183	-9.067371352	1.22E-19	5.08E-18
Hykk	1.343623952	-0.062998142	0.171899572	-0.366482251	0.714005254	0.999630442
Krtap6-1	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
RP23-128C4.4	376.8562076	-0.475098326	0.128283432	-3.703504948	0.000212641	0.001871241
Snrpg	2949.588091	0.131045432	0.080525427	1.627379536	0.103656515	0.37834333
4931413I07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mcl1	23320.28729	-0.939017847	0.063679291	-14.74604744	3.26E-49	4.81E-47
Usp53	1.543550257	-0.097417988	0.18007581	-0.540983201	0.588519162	0.999630442
Apol11a	51.85239093	1.748889732	0.265511429	6.586871764	4.49E-11	9.82E-10
Gm8520	27.09465857	0.056675401	0.286711827	0.197673746	0.843300332	0.999630442
Ephx3	3.7189794	0.056494614	0.241873337	0.233571071	0.815317988	0.999630442
Tsnaxip1	5.250826841	0.077678212	0.263710111	0.294559097	0.768330712	0.999630442
Arhgap40	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
5430430B14Rik	10.20647315	-0.055962665	0.291362446	-0.192072335	0.847685545	0.999630442
Mir6964	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm22753	11.15227693	-0.066706383	0.295407463	-0.225811433	0.821348084	0.999630442
Gm15712	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Dok3	49.13621048	-1.549012144	0.262394903	-5.903362172	3.56E-09	6.40E-08
Tmem116	51.23697565	0.434788405	0.252877431	1.719364217	0.085548074	0.32498087
Gm38100	2.220845544	0.029764076	0.204295195	0.145691513	0.884164922	0.999630442
Mir3076	2.003985263	0.061188621	0.196496664	0.31139776	0.755498257	0.999630442
Zwint	17036.75803	0.326304119	0.068740872	4.746871997	2.07E-06	2.59E-05
Pex1	1670.390537	-0.147629026	0.092415054	-1.597456465	0.110163995	0.396384496
Saysd1	162.0077993	-0.2033887	0.175184016	-1.161000325	0.245641767	0.723112533
Rras	520.9886346	-0.357518887	0.121147611	-2.951101414	0.003166429	0.020710159
Gm42873	3.546007378	0.030257298	0.23868914	0.126764454	0.899126831	0.999630442
Gm15409	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Gm26411	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
C230096K16Rik	9.878266962	-0.03461866	0.291664657	-0.118693366	0.905518293	0.999630442
Armt1	7208.23795	-0.142300921	0.073453998	-1.937279453	0.052711193	0.220975243
Gm22714	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Rad54b	811.3119325	0.266404621	0.103362917	2.577371356	0.009955493	0.055372574
Gm43329	2.04832747	0.060995749	0.198294112	0.307602423	0.758384876	0.999630442
Gm25035	1.343623952	-0.062998142	0.171899572	-0.366482251	0.714005254	0.999630442
Gm37070	14.26537678	0.018650752	0.29859968	0.062460723	0.950195939	0.999630442
BC021767	17.99742531	0.779985638	0.29848046	2.613188272	0.008970187	0.050649982
Hk2	4426.363322	-0.644788072	0.070863468	-9.099019394	9.12E-20	3.82E-18
AU015228	5.700770256	-0.224716147	0.266457812	-0.843346066	0.399034926	0.986226412
Gm25848	4.099411642	-0.047836907	0.246160684	-0.194332037	0.845915902	0.999630442
Gm22771	22.57884539	0.017239329	0.292789501	0.058879601	0.953048006	0.999630442
Acnat1	2.024013944	0.187550603	0.198511139	0.944786293	0.344767991	0.902743946
Skap1	14.72544008	0.800993598	0.298272569	2.685441714	0.007243401	0.042190671
Kctd6	943.808362	0.368293601	0.101643314	3.623392299	0.000290764	0.002482918
Gm19265	21.20829763	0.094045638	0.294909319	0.318896799	0.749804772	0.999630442
Nccrp1	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Cdc25b	5736.925403	1.00161255	0.086329437	11.60221345	4.02E-31	2.89E-29
Fbxo43	4.232403143	0.187970794	0.249009457	0.754874118	0.450324516	0.999630442
Fam118b	6867.408186	-0.37362125	0.066692308	-5.602164065	2.12E-08	3.47E-07
Bmp10	1.358421472	-0.063827778	0.171806457	-0.371509774	0.710257878	0.999630442
Ppp3cc	819.4001762	-0.070397134	0.100233994	-0.70232793	0.482474679	0.999630442
Rpl6l	14429.62711	0.022320212	0.06776783	0.329362939	0.741881377	0.999630442
Cinp	7518.485336	0.148098388	0.074753965	1.98114425	0.047575099	0.203670969
Gm29340	1.364726827	-0.065862077	0.172704197	-0.381357707	0.702937839	0.999630442
Spsb1	9.852823485	-0.385670178	0.290712405	-1.326638188	0.184628397	0.588333868
Dcst1	1.36950404	0.001620336	0.172310825	0.009403564	0.992497152	0.999630442
Gm9574	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Thsd7b	1.687131958	-0.059002205	0.186848068	-0.315776374	0.752172252	0.999630442
Pak1	158.6221405	-1.365705318	0.181930888	-7.506725965	6.06E-14	1.69E-12
4930515G16Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Loxl4	1.685903398	0.060635393	0.184415005	0.328798584	0.742307933	0.999630442
Rnf13	3342.328264	-0.012511328	0.074815176	-0.167229818	0.867189223	0.999630442
Madcam1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Naxd	3119.196101	0.249953711	0.077108887	3.241568155	0.00118874	0.008729906
Snrnp40	21378.25778	0.250981429	0.069798245	3.595812899	0.00032338	0.002729601
Gm2541	333.5448694	0.08899421	0.135903249	0.654835044	0.512573965	0.999630442
Phka2	4234.70709	-0.06458618	0.0756654	-0.853576145	0.393339881	0.978182706
Jrk	986.1668089	0.017468153	0.103047506	0.169515534	0.865391155	0.999630442
Gm37297	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Sptlc2	4984.989489	-0.539431671	0.073701741	-7.319117052	2.50E-13	6.61E-12
Ccdc106	24.57390166	-0.335709432	0.292172368	-1.149011575	0.250551208	0.733022307
Fam50a	3923.652485	0.088299188	0.072793817	1.213003953	0.225128309	0.679410751
D330050G23Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ddx24	16083.20584	0.056107977	0.068709396	0.816598316	0.414158018	0.999630442
Epx	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Fdx2	7.624354564	0.161864583	0.283653744	0.570641446	0.568242717	0.999630442
Pdha1	25403.77325	0.098996955	0.068223727	1.45106343	0.146762198	0.495297073
Asna1	14884.97786	0.063708961	0.07248396	0.878938746	0.379434489	0.957997392
Ndufa10	17092.31636	0.268186156	0.077733908	3.450053669	0.000560475	0.004459463
H2afy3	5.190895165	-0.214619272	0.261513839	-0.820680362	0.411828359	0.999630442
Eif3s6-ps1	916.7679867	0.067495377	0.097643031	0.691246226	0.489410819	0.999630442
Pdzd11	4585.279515	0.203897473	0.069753459	2.923116291	0.003465471	0.022418632
9330162B11Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Lats1	4952.868765	-1.017430701	0.078798376	-12.91182314	3.86E-38	3.78E-36
Pcsk7	2243.921281	-0.015175566	0.08582268	-0.176824655	0.859646122	0.999630442
C3	3.552013151	-0.020847835	0.238380743	-0.087456037	0.930309029	0.999630442
1700023F02Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ick	1459.436038	-0.023737066	0.08743374	-0.271486343	0.786017002	0.999630442
Ube2a	6025.353346	-0.186344914	0.071773931	-2.596275725	0.009424041	0.052898357
Frrs1l	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
BC028777	3.869940651	-0.021210958	0.244571145	-0.08672715	0.930888395	0.999630442
Alyref2	464.9888889	-0.527433983	0.126582703	-4.166714497	3.09E-05	0.000319895
Mon1b	2024.006801	-0.062441635	0.084860348	-0.735816392	0.461842444	0.999630442
Gm9497	2.017824534	-0.054849903	0.197396556	-0.277866565	0.781114791	0.999630442
Zfp354c	55.82768047	-0.572364742	0.248427003	-2.303955426	0.021225146	0.104504307
Ptpn5	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm5616	1381.572005	-0.078239272	0.08994303	-0.869875878	0.384368239	0.963719487
Gm10614	9.354565736	-0.27449478	0.290500092	-0.944904279	0.344707747	0.902743946
Hyal2	3752.625145	0.272908674	0.077612056	3.516318054	0.000437576	0.003569066
Gm12977	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Rdh5	12.10442051	0.341711819	0.29699175	1.150576807	0.249906379	0.731552943
Gm15454	16.3027681	-0.059587167	0.29869989	-0.199488413	0.841880707	0.999630442
Katnal1	1500.58052	0.441234918	0.087184061	5.060958558	4.17E-07	5.88E-06
Gm15920	4153.921537	0.170301689	0.082293389	2.069445574	0.038504294	0.170943603
Gm37137	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ubr2	7764.147458	0.278136161	0.074788998	3.718944878	0.000200057	0.001771438
Chek2	6861.702825	-0.109001235	0.068068956	-1.601335491	0.109302632	0.393962501
Ticam1	935.5231567	-0.347650757	0.102892375	-3.378780561	0.000728081	0.005654476
Rhbg	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
S100a5	1.371032183	-0.065353553	0.172165181	-0.379597966	0.704243871	0.999630442
Gm11542	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gnai1	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
6030471H07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm13179	2.401197116	-0.063185683	0.20988409	-0.301050372	0.763376084	0.999630442
Anxa4	2957.319976	-0.274093239	0.082490107	-3.322740745	0.000891377	0.006772988
Pacc1	2156.951031	0.032385091	0.084918733	0.381365685	0.70293192	0.999630442
4930597L12Rik	1.352570064	0.001051834	0.171819204	0.006121751	0.99511558	0.999630442
Gm15629	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Fxr1	26700.47922	0.224094949	0.06754869	3.317532146	0.000908165	0.006888303
Gm6275	3.382889363	0.168728323	0.235030977	0.717898233	0.472820038	0.999630442
Tbx19	4.160768651	-0.009341999	0.248704145	-0.037562699	0.970036348	0.999630442
1110008P14Rik	2020.290608	-0.155309251	0.091298842	-1.701108667	0.088922584	0.335338357
Gm43750	1.352570064	0.001077885	0.171657295	0.006279282	0.994989891	0.999630442
Trav3-3	1.498133855	0.035364483	0.178938434	0.197634921	0.843330711	0.999630442
Usp25	31705.99525	0.415778064	0.069103692	6.016727208	1.78E-09	3.31E-08
Fos	16.18012133	0.70782507	0.296462735	2.387568443	0.016960244	0.086978047
RP23-265B15.1	3.593405869	-0.081125414	0.237986181	-0.340882878	0.733191755	0.999630442
Alkbh4	1261.503139	-0.284993132	0.090360497	-3.15395712	0.001610728	0.011410766
Rbm15	7581.371691	0.229216715	0.070111471	3.269318302	0.00107807	0.008006554
Gm12428	35.81927529	-0.123654813	0.275820532	-0.448316201	0.65392501	0.999630442
Rab25	38.09658905	-1.337465707	0.275335632	-4.857583078	1.19E-06	1.54E-05
Rbm38	7943.181605	0.374844602	0.081914489	4.576047613	4.74E-06	5.61E-05
Fbxl20	2861.370087	-0.165520502	0.080278285	-2.061834064	0.039223537	0.173536075
Zbtb40	2265.282807	0.013451553	0.090550208	0.148553526	0.881905947	0.999630442
Gm18800	1.855780715	-0.03044135	0.193044689	-0.157690691	0.874700536	0.999630442
Ndufs8	9878.214686	0.349531644	0.077026408	4.53781573	5.68E-06	6.64E-05
Cenpa	32254.34034	-0.072802478	0.066059282	-1.102077935	0.270427791	0.771780134
Gm12256	1.880132661	0.095286473	0.19342836	0.492618938	0.622281864	0.999630442
Tmem56	18060.41105	1.518010077	0.153485821	9.890230022	4.59E-23	2.27E-21
Gm8343	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
2310068J16Rik	37.90213853	-0.075606284	0.273721439	-0.276216157	0.782382048	0.999630442
AW549877	4169.106558	-0.136115311	0.072333918	-1.88176328	0.059868164	0.245129789
Slc6a20b	10.69461132	0.276902275	0.293128173	0.944645724	0.344839775	0.902743946
Gm6517	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm28085	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Gm43305	1.534642564	0.100252326	0.179935128	0.557158168	0.577419368	0.999630442
Snhg14	14.25807476	-0.16835365	0.298842463	-0.563352504	0.573194872	0.999630442
Mss51	144.4964	0.451438581	0.18959511	2.381066588	0.017262591	0.088228729
